"","Animal_ID","Location","CO2Treatment","Date","Date.1","Date.2","Date.3","Date.4","Date.5","Date.6","Date.7","Date.8","Date.9","Date.10","Date.11","Date.12","Date.13","Date.14","Date.15","Date.16","Date.17","Date.18","Date.19","Date.20","Date.21","Date.22","Date.23","Date.24","Date.25","Date.26","Date.27","Date.28","Date.29","Date.30","Date.31","Date.32","Date.33","Date.34","Date.35","Date.36","Date.37","Date.38","Date.39","Date.40","Date.41","Date.42","Date.43","Date.44","Date.45","Date.46","Date.47","Date.48","Date.49","Date.50","Date.51","Date.52","Date.53","Date.54","Date.55","Date.56","Date.57","Date.58","Date.59","Date.60","Date.61","Date.62","Date.63","Date.64","Date.65","Date.66","Date.67","Date.68","Date.69","Date.70","Date.71","Date.72","Date.73","Date.74","Date.75","Date.76","Date.77","Date.78","Date.79","Date.80","Date.81","Date.82","Date.83","Date.84","Date.85","Date.86","Date.87","Date.88","Date.89","Date.90","Date.91","Date.92","Date.93","Date.94","Date.95","Date.96","Date.97","Date.98","Date.99","Date.100","Date.101","Date.102","Date.103","Date.104","Date.105","Date.106","Date.107","Date.108","Date.109","Date.110","Date.111","Date.112","Date.113","Date.114","Date.115","Date.116","Date.117","Date.118","Date.119","Date.120","Date.121","Date.122","Date.123","Date.124","Date.125","Date.126","Date.127","Date.128","Date.129","Date.130","Date.131","Date.132","Date.133","Date.134","Date.135","Date.136","Date.137","Date.138","Date.139","Date.140","Date.141","Date.142","Date.143","Date.144","Date.145","Date.146","Date.147","Date.148","Date.149","Date.150","Date.151","Date.152","Date.153","Date.154","Date.155","Date.156","Date.157","Date.158","Date.159","Date.160","Date.161","Date.162","Date.163","Date.164","Date.165","Date.166","Date.167","Date.168","Date.169","Date.170","Date.171","Date.172","Date.173","Date.174","Date.175","Date.176","Date.177","Date.178","Date.179","Date.180","Date.181","Date.182","Date.183","Date.184","Date.185","Date.186","Date.187","Date.188","Date.189","Date.190","Date.191","Date.192","Date.193","Date.194","Date.195","Date.196","Date.197","Date.198","Date.199","Date.200","Date.201","Date.202","Date.203","Date.204","Date.205","Date.206","Date.207","Date.208","Date.209","Date.210","Date.211","Date.212","Date.213","Date.214","Date.215","Date.216","Date.217","Date.218","Date.219","Date.220","Date.221","Date.222","Date.223","Date.224","Date.225","Date.226","Date.227","Date.228","Date.229","Date.230","Date.231","Date.232","Date.233","Date.234","Date.235","Date.236","Date.237","Date.238","Date.239","Date.240","Date.241","Date.242","Date.243","Date.244","Date.245","Date.246","Date.247","Date.248","Date.249","Date.250","Date.251","Date.252","Date.253","Date.254","Date.255","Date.256","Date.257","Date.258","Date.259","Date.260","Date.261","Date.262","Date.263","Date.264","Date.265","Date.266","Date.267","Date.268","Date.269","Date.270","Date.271","Date.272","Date.273","Date.274","Date.275","Date.276","Date.277","Date.278","Date.279","Date.280","Date.281","Date.282","Date.283","Date.284","Date.285","Date.286","Date.287","Date.288","Date.289","Date.290","Date.291","Date.292","Date.293","Date.294","Date.295","Date.296","Date.297","Date.298","Date.299","Date.300","Date.301","Date.302","Date.303","Date.304","Date.305","Date.306","Date.307","Date.308","Date.309","Date.310","Date.311","Date.312","Date.313","Date.314","Date.315","Date.316","Date.317","Date.318","Date.319","Date.320","Date.321","Date.322","Date.323"
"11","CH01_37","LA","Low CO2","----","J1","J1","C","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----"
"12","CH01_39","LA","Low CO2","----","----","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","D","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----"
"13","CH01_40","LA","Low CO2","----","----","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","D","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----"
"14","CH03_1","LA","Low CO2","----","J1","J1","J1","J1","J1","J1","G","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----"
"15","CH03_9","LA","Low CO2","----","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","D","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----"
"16","CH03_11","LA","Low CO2","----","----","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5"
"17","CH03_12","LA","Low CO2","----","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","D/C","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----"
"18","CH03_13","LA","Low CO2","----","----","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J3","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J4","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J5","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","J6","G","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----"
"19","CH03_14","LA","Low CO2","----","----","----","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","D","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----"
"20","CH03_20","LA","Low CO2","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J1","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","J2","D","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----","----"
